session,participant,period,menu,displayed_first,choice
20211006_1000,cw8zvr2h,20,25,q,q
20211006_1000,9xmkmjqn,20,8,q,q
20211006_1000,lw7kgktf,20,25,p,q
20211006_1000,djg59bu2,21,6,q,p
20211006_1000,d84vlama,21,9,q,p
20211006_1000,70uhesln,21,10,q,q
20211006_1000,34gfep4y,21,24,p,q
20211006_1000,ir9i1zyd,21,16,p,p
20211006_1000,nq3h20qw,21,9,q,q
20211006_1000,bxvbfy2c,21,22,q,q
20211006_1000,cw8zvr2h,21,24,q,p
20211006_1000,9xmkmjqn,21,22,q,q
20211006_1000,lw7kgktf,21,24,p,p
20211006_1000,djg59bu2,22,5,q,q
20211006_1000,d84vlama,22,18,q,p
20211006_1000,70uhesln,22,7,q,q
20211006_1000,34gfep4y,22,12,q,q
20211006_1000,ir9i1zyd,22,3,p,q
20211006_1000,nq3h20qw,22,8,p,q
20211006_1000,bxvbfy2c,22,12,q,q
20211006_1000,cw8zvr2h,22,14,p,p
20211006_1000,9xmkmjqn,22,25,q,p
20211006_1000,lw7kgktf,22,9,p,q
20211006_1000,djg59bu2,23,22,q,q
20211006_1000,d84vlama,23,4,q,p
20211006_1000,70uhesln,23,4,q,q
20211006_1000,34gfep4y,23,21,q,q
20211006_1000,ir9i1zyd,23,5,p,q
20211006_1000,nq3h20qw,23,24,p,q
20211006_1000,bxvbfy2c,23,5,q,q
20211006_1000,cw8zvr2h,23,16,p,q
20211006_1000,9xmkmjqn,23,9,p,q
20211006_1000,lw7kgktf,23,10,q,p
20211006_1000,djg59bu2,24,8,q,q
20211006_1000,d84vlama,24,1,q,p
20211006_1000,70uhesln,24,17,q,q
20211006_1000,34gfep4y,24,13,p,q
20211006_1000,ir9i1zyd,24,22,p,q
20211006_1000,nq3h20qw,24,12,q,q
20211006_1000,bxvbfy2c,24,25,q,q
20211006_1000,cw8zvr2h,24,4,q,q
20211006_1000,9xmkmjqn,24,12,q,q
20211006_1000,lw7kgktf,24,11,p,q
20211006_1000,djg59bu2,25,25,p,q
20211006_1000,d84vlama,25,22,q,q
20211006_1000,70uhesln,25,25,p,p
20211006_1000,34gfep4y,25,7,q,p
20211006_1000,ir9i1zyd,25,8,p,p
20211006_1000,nq3h20qw,25,1,p,q
20211006_1000,bxvbfy2c,25,23,p,q
20211006_1000,cw8zvr2h,25,5,p,p
20211006_1000,9xmkmjqn,25,2,p,q
20211006_1000,lw7kgktf,25,7,p,p
20211006_1130,nxnxskin,1,23,q,p
20211006_1130,7pz0apon,1,13,q,q
20211006_1130,u9cxpv1u,1,21,q,q
20211006_1130,6xqxdjpw,1,2,p,q
20211006_1130,7c94vcx4,1,25,q,p
20211006_1130,jdkamnqz,1,14,p,q
20211006_1130,5brc09bu,1,3,q,q
20211006_1130,kxpab5sc,1,4,q,q
20211006_1130,ll506yx4,1,22,p,q
20211006_1130,nxnxskin,2,19,q,p
20211006_1130,7pz0apon,2,21,p,q
20211006_1130,u9cxpv1u,2,7,q,q
20211006_1130,6xqxdjpw,2,21,q,q
20211006_1130,7c94vcx4,2,21,p,q
20211006_1130,jdkamnqz,2,23,q,q
20211006_1130,5brc09bu,2,15,q,p
20211006_1130,kxpab5sc,2,3,q,q
20211006_1130,ll506yx4,2,25,q,p
20211006_1130,nxnxskin,3,18,p,q
20211006_1130,7pz0apon,3,18,p,q
20211006_1130,u9cxpv1u,3,9,q,q
20211006_1130,6xqxdjpw,3,3,q,q
20211006_1130,7c94vcx4,3,15,q,p
20211006_1130,jdkamnqz,3,22,p,q
20211006_1130,5brc09bu,3,22,p,q
20211006_1130,kxpab5sc,3,9,p,q
20211006_1130,ll506yx4,3,6,p,q
20211006_1130,nxnxskin,4,2,q,p
20211006_1130,7pz0apon,4,14,p,q
20211006_1130,u9cxpv1u,4,15,p,p
20211006_1130,6xqxdjpw,4,23,p,p
20211006_1130,7c94vcx4,4,5,p,p
20211006_1130,jdkamnqz,4,3,q,q
20211006_1130,5brc09bu,4,16,q,p
20211006_1130,kxpab5sc,4,5,p,p
20211006_1130,ll506yx4,4,7,q,p
20211006_1130,nxnxskin,5,22,q,q
20211006_1130,7pz0apon,5,6,q,q
20211006_1130,u9cxpv1u,5,3,q,q
20211006_1130,6xqxdjpw,5,4,p,p
20211006_1130,7c94vcx4,5,9,p,p
20211006_1130,jdkamnqz,5,24,q,q
20211006_1130,5brc09bu,5,4,p,q
20211006_1130,kxpab5sc,5,25,p,p
20211006_1130,ll506yx4,5,4,q,q
20211006_1130,nxnxskin,6,11,p,p
20211006_1130,7pz0apon,6,11,p,q
20211006_1130,u9cxpv1u,6,25,p,p
20211006_1130,6xqxdjpw,6,13,p,q
20211006_1130,7c94vcx4,6,6,q,q
20211006_1130,jdkamnqz,6,2,p,q
20211006_1130,5brc09bu,6,2,p,q
20211006_1130,kxpab5sc,6,12,q,p
20211006_1130,ll506yx4,6,2,p,q
20211006_1130,nxnxskin,7,20,q,p
20211006_1130,7pz0apon,7,7,q,q
20211006_1130,u9cxpv1u,7,8,q,q
20211006_1130,6xqxdjpw,7,22,p,q
20211006_1130,7c94vcx4,7,3,p,q
20211006_1130,jdkamnqz,7,21,q,q
20211006_1130,5brc09bu,7,1,q,q
20211006_1130,kxpab5sc,7,16,p,q
20211006_1130,ll506yx4,7,8,p,p
20211006_1130,nxnxskin,8,21,p,q
20211006_1130,7pz0apon,8,15,q,p
20211006_1130,u9cxpv1u,8,1,p,q
20211006_1130,6xqxdjpw,8,8,p,p
20211006_1130,7c94vcx4,8,2,q,p
20211006_1130,jdkamnqz,8,12,q,q
20211006_1130,5brc09bu,8,12,q,p
20211006_1130,kxpab5sc,8,2,p,q
20211006_1130,ll506yx4,8,13,p,p
20211006_1130,nxnxskin,9,12,p,q
20211006_1130,7pz0apon,9,10,q,q
20211006_1130,u9cxpv1u,9,13,q,p
20211006_1130,6xqxdjpw,9,20,q,p
20211006_1130,7c94vcx4,9,13,q,q
20211006_1130,jdkamnqz,9,15,q,q
20211006_1130,5brc09bu,9,10,q,q
20211006_1130,kxpab5sc,9,15,q,q
20211006_1130,ll506yx4,9,21,p,q
20211006_1130,nxnxskin,10,9,q,q
20211006_1130,7pz0apon,10,19,p,p
20211006_1130,u9cxpv1u,10,17,q,q
20211006_1130,6xqxdjpw,10,18,q,p
20211006_1130,7c94vcx4,10,1,p,q
20211006_1130,jdkamnqz,10,5,p,q
20211006_1130,5brc09bu,10,8,p,p
20211006_1130,kxpab5sc,10,17,q,p
20211006_1130,ll506yx4,10,23,p,p
20211006_1130,nxnxskin,11,8,q,p
20211006_1130,7pz0apon,11,1,p,q
20211006_1130,u9cxpv1u,11,20,p,p
20211006_1130,6xqxdjpw,11,19,q,p
20211006_1130,7c94vcx4,11,24,p,p
20211006_1130,jdkamnqz,11,1,p,p
20211006_1130,5brc09bu,11,11,q,p
20211006_1130,kxpab5sc,11,13,q,q
20211006_1130,ll506yx4,11,18,p,p
20211006_1130,nxnxskin,12,13,q,q
20211006_1130,7pz0apon,12,24,q,p
20211006_1130,u9cxpv1u,12,16,p,p
20211006_1130,6xqxdjpw,12,6,p,q
20211006_1130,7c94vcx4,12,12,p,q
20211006_1130,jdkamnqz,12,6,q,q
20211006_1130,5brc09bu,12,25,q,p
20211006_1130,kxpab5sc,12,24,p,q
20211006_1130,ll506yx4,12,3,q,q
20211006_1130,nxnxskin,13,7,p,q
20211006_1130,7pz0apon,13,23,q,p
20211006_1130,u9cxpv1u,13,22,q,q
20211006_1130,6xqxdjpw,13,14,p,q
20211006_1130,7c94vcx4,13,4,q,q
20211006_1130,jdkamnqz,13,25,p,q
20211006_1130,5brc09bu,13,17,p,p
20211006_1130,kxpab5sc,13,1,q,q
20211006_1130,ll506yx4,13,1,p,p
20211006_1130,nxnxskin,14,15,p,p
20211006_1130,7pz0apon,14,4,p,q
20211006_1130,u9cxpv1u,14,2,q,q
20211006_1130,6xqxdjpw,14,1,p,p
20211006_1130,7c94vcx4,14,22,q,q
20211006_1130,jdkamnqz,14,10,q,q
20211006_1130,5brc09bu,14,19,p,p
20211006_1130,kxpab5sc,14,19,q,p
20211006_1130,ll506yx4,14,14,p,p
20211006_1130,nxnxskin,15,6,q,p
20211006_1130,7pz0apon,15,5,p,q
20211006_1130,u9cxpv1u,15,14,p,p
20211006_1130,6xqxdjpw,15,15,p,q
20211006_1130,7c94vcx4,15,17,p,p
20211006_1130,jdkamnqz,15,20,q,p
20211006_1130,5brc09bu,15,9,q,q
20211006_1130,kxpab5sc,15,10,p,q
20211006_1130,ll506yx4,15,15,q,q
20211006_1130,nxnxskin,16,1,q,q
20211006_1130,7pz0apon,16,16,q,q
20211006_1130,u9cxpv1u,16,24,q,p
20211006_1130,6xqxdjpw,16,12,p,q
20211006_1130,7c94vcx4,16,16,q,p
20211006_1130,jdkamnqz,16,18,p,q
20211006_1130,5brc09bu,16,14,q,p
20211006_1130,kxpab5sc,16,22,q,q
20211006_1130,ll506yx4,16,20,q,p
20211006_1130,nxnxskin,17,17,p,p
20211006_1130,7pz0apon,17,17,p,p
20211006_1130,u9cxpv1u,17,18,p,q
20211006_1130,6xqxdjpw,17,5,p,q
20211006_1130,7c94vcx4,17,20,q,p
20211006_1130,jdkamnqz,17,9,p,q
20211006_1130,5brc09bu,17,5,q,q
20211006_1130,kxpab5sc,17,11,p,q
20211006_1130,ll506yx4,17,16,q,p
20211006_1130,nxnxskin,18,3,p,q
20211006_1130,7pz0apon,18,3,p,q
20211006_1130,u9cxpv1u,18,11,q,q
20211006_1130,6xqxdjpw,18,16,q,p
20211006_1130,7c94vcx4,18,7,p,q
20211006_1130,jdkamnqz,18,16,q,q
20211006_1130,5brc09bu,18,18,p,q
20211006_1130,kxpab5sc,18,18,q,q
20211006_1130,ll506yx4,18,11,p,p
20211006_1130,nxnxskin,19,10,q,q
20211006_1130,7pz0apon,19,20,p,p
20211006_1130,u9cxpv1u,19,4,p,q
20211006_1130,6xqxdjpw,19,17,p,q
20211006_1130,7c94vcx4,19,19,p,p
20211006_1130,jdkamnqz,19,7,q,q
20211006_1130,5brc09bu,19,24,q,p
20211006_1130,kxpab5sc,19,7,q,q
20211006_1130,ll506yx4,19,5,p,q
20211006_1130,nxnxskin,20,25,q,q
20211006_1130,7pz0apon,20,8,q,p
20211006_1130,u9cxpv1u,20,10,q,q
20211006_1130,6xqxdjpw,20,25,p,q
20211006_1130,7c94vcx4,20,14,p,p
20211006_1130,jdkamnqz,20,4,q,q
20211006_1130,5brc09bu,20,23,p,p
20211006_1130,kxpab5sc,20,23,q,q
20211006_1130,ll506yx4,20,24,q,p
20211006_1130,nxnxskin,21,24,q,p
20211006_1130,7pz0apon,21,22,q,q
20211006_1130,u9cxpv1u,21,23,q,p
20211006_1130,6xqxdjpw,21,24,p,p
20211006_1130,7c94vcx4,21,8,p,q
20211006_1130,jdkamnqz,21,19,q,p
20211006_1130,5brc09bu,21,13,p,q
20211006_1130,kxpab5sc,21,20,p,p
20211006_1130,ll506yx4,21,12,q,q
20211006_1130,nxnxskin,22,14,p,q
20211006_1130,7pz0apon,22,25,q,p
20211006_1130,u9cxpv1u,22,6,p,p
20211006_1130,6xqxdjpw,22,9,p,p
20211006_1130,7c94vcx4,22,18,q,p
20211006_1130,jdkamnqz,22,11,p,q
20211006_1130,5brc09bu,22,21,p,q
20211006_1130,kxpab5sc,22,21,q,q
20211006_1130,ll506yx4,22,9,q,p
20211006_1130,nxnxskin,23,16,p,q
20211006_1130,7pz0apon,23,9,p,q
20211006_1130,u9cxpv1u,23,19,q,p
20211006_1130,6xqxdjpw,23,10,q,q
20211006_1130,7c94vcx4,23,23,q,p
20211006_1130,jdkamnqz,23,8,p,q
20211006_1130,5brc09bu,23,7,q,p
20211006_1130,kxpab5sc,23,14,q,q
20211006_1130,ll506yx4,23,17,p,q
20211006_1130,nxnxskin,24,4,q,q
20211006_1130,7pz0apon,24,12,q,p
20211006_1130,u9cxpv1u,24,12,p,q
20211006_1130,6xqxdjpw,24,11,p,q
20211006_1130,7c94vcx4,24,10,q,p
20211006_1130,jdkamnqz,24,17,p,q
20211006_1130,5brc09bu,24,6,p,q
20211006_1130,kxpab5sc,24,8,p,q
20211006_1130,ll506yx4,24,19,q,p
20211006_1130,nxnxskin,25,5,p,p
20211006_1130,7pz0apon,25,2,p,p
20211006_1130,u9cxpv1u,25,5,q,q
20211006_1130,6xqxdjpw,25,7,p,q
20211006_1130,7c94vcx4,25,11,q,p
20211006_1130,jdkamnqz,25,13,q,q
20211006_1130,5brc09bu,25,20,q,p
20211006_1130,kxpab5sc,25,6,p,q
20211006_1130,ll506yx4,25,10,q,q
20211006_1300,gk9p37a4,1,2,p,q
20211006_1300,gjh1vvi8,1,23,q,p
20211006_1300,ve26kidg,1,13,q,p
20211006_1300,cdmhvur3,1,21,q,q
20211006_1300,k4kry1g9,1,2,p,p
20211006_1300,7y1cg1m5,1,25,q,q
20211006_1300,zdv0ikxt,1,14,p,p
20211006_1300,461a2pcv,1,3,q,q
20211006_1300,znmoz035,1,4,q,q
20211006_1300,ylkga1n5,1,22,p,q
20211006_1300,yv1cj331,1,10,q,q
20211006_1300,89i99jlp,1,15,p,p
20211006_1300,gk9p37a4,2,14,q,q
20211006_1300,gjh1vvi8,2,19,q,p
20211006_1300,ve26kidg,2,21,p,p
20211006_1300,cdmhvur3,2,7,q,p
20211006_1300,k4kry1g9,2,21,q,q
20211006_1300,7y1cg1m5,2,21,p,q
20211006_1300,zdv0ikxt,2,23,q,p
20211006_1300,461a2pcv,2,15,q,p
20211006_1300,znmoz035,2,3,q,q
20211006_1300,ylkga1n5,2,25,q,p
20211006_1300,yv1cj331,2,6,q,p
20211006_1300,89i99jlp,2,6,q,q
20211006_1300,gk9p37a4,3,20,p,p
20211006_1300,gjh1vvi8,3,18,p,p
20211006_1300,ve26kidg,3,18,p,p
20211006_1300,cdmhvur3,3,9,q,p
20211006_1300,k4kry1g9,3,3,q,q
20211006_1300,7y1cg1m5,3,15,q,q
20211006_1300,zdv0ikxt,3,22,p,p
20211006_1300,461a2pcv,3,22,p,q
20211006_1300,znmoz035,3,9,p,p
20211006_1300,ylkga1n5,3,6,p,q
20211006_1300,yv1cj331,3,19,p,p
20211006_1300,89i99jlp,3,25,q,p
20211006_1300,gk9p37a4,4,6,p,q
20211006_1300,gjh1vvi8,4,2,q,p
20211006_1300,ve26kidg,4,14,p,p
20211006_1300,cdmhvur3,4,15,p,p
20211006_1300,k4kry1g9,4,23,p,q
20211006_1300,7y1cg1m5,4,5,p,q
20211006_1300,zdv0ikxt,4,3,q,p
20211006_1300,461a2pcv,4,16,q,q
20211006_1300,znmoz035,4,5,p,q
20211006_1300,ylkga1n5,4,7,q,p
20211006_1300,yv1cj331,4,8,q,q
20211006_1300,89i99jlp,4,13,p,q
20211006_1300,gk9p37a4,5,21,q,p
20211006_1300,gjh1vvi8,5,22,q,q
20211006_1300,ve26kidg,5,6,q,q
20211006_1300,cdmhvur3,5,3,q,p
20211006_1300,k4kry1g9,5,4,p,q
20211006_1300,7y1cg1m5,5,9,p,q
20211006_1300,zdv0ikxt,5,24,q,p
20211006_1300,461a2pcv,5,4,p,q
20211006_1300,znmoz035,5,25,p,q
20211006_1300,ylkga1n5,5,4,q,q
20211006_1300,yv1cj331,5,12,p,p
20211006_1300,89i99jlp,5,1,p,q
20211006_1300,gk9p37a4,6,7,q,q
20211006_1300,gjh1vvi8,6,11,p,p
20211006_1300,ve26kidg,6,11,p,q
20211006_1300,cdmhvur3,6,25,p,p
20211006_1300,k4kry1g9,6,13,p,p
20211006_1300,7y1cg1m5,6,6,q,q
20211006_1300,zdv0ikxt,6,2,p,p
20211006_1300,461a2pcv,6,2,p,q
20211006_1300,znmoz035,6,12,q,q
20211006_1300,ylkga1n5,6,2,p,q
20211006_1300,yv1cj331,6,9,q,q
20211006_1300,89i99jlp,6,7,q,q
20211006_1300,gk9p37a4,7,15,q,p
20211006_1300,gjh1vvi8,7,20,q,p
20211006_1300,ve26kidg,7,7,q,p
20211006_1300,cdmhvur3,7,8,q,p
20211006_1300,k4kry1g9,7,22,p,q
20211006_1300,7y1cg1m5,7,3,p,q
20211006_1300,zdv0ikxt,7,21,q,p
20211006_1300,461a2pcv,7,1,q,q
20211006_1300,znmoz035,7,16,p,p
20211006_1300,ylkga1n5,7,8,p,p
20211006_1300,yv1cj331,7,1,p,q
20211006_1300,89i99jlp,7,3,q,q
20211006_1300,gk9p37a4,8,17,p,p
20211006_1300,gjh1vvi8,8,21,p,q
20211006_1300,ve26kidg,8,15,q,p
20211006_1300,cdmhvur3,8,1,p,p
20211006_1300,k4kry1g9,8,8,p,p
20211006_1300,7y1cg1m5,8,2,q,q
20211006_1300,zdv0ikxt,8,12,q,p
20211006_1300,461a2pcv,8,12,q,q
20211006_1300,znmoz035,8,2,p,q
20211006_1300,ylkga1n5,8,13,p,q
20211006_1300,yv1cj331,8,20,q,p
20211006_1300,89i99jlp,8,20,q,p
20211006_1300,gk9p37a4,9,13,q,q
20211006_1300,gjh1vvi8,9,12,p,p
20211006_1300,ve26kidg,9,10,q,q
20211006_1300,cdmhvur3,9,13,q,p
20211006_1300,k4kry1g9,9,20,q,p
20211006_1300,7y1cg1m5,9,13,q,q
20211006_1300,zdv0ikxt,9,15,q,p
20211006_1300,461a2pcv,9,10,q,q
20211006_1300,znmoz035,9,15,q,q
20211006_1300,ylkga1n5,9,21,p,q
20211006_1300,yv1cj331,9,11,q,q
20211006_1300,89i99jlp,9,19,q,p
20211006_1300,gk9p37a4,10,3,q,p
20211006_1300,gjh1vvi8,10,9,q,p
20211006_1300,ve26kidg,10,19,p,p
20211006_1300,cdmhvur3,10,17,q,p
20211006_1300,k4kry1g9,10,18,q,q
20211006_1300,7y1cg1m5,10,1,p,p
20211006_1300,zdv0ikxt,10,5,p,p
20211006_1300,461a2pcv,10,8,p,p
20211006_1300,znmoz035,10,17,q,p
20211006_1300,ylkga1n5,10,23,p,p
20211006_1300,yv1cj331,10,25,q,p
20211006_1300,89i99jlp,10,22,q,q
20211006_1300,gk9p37a4,11,8,q,p
20211006_1300,gjh1vvi8,11,8,q,p
20211006_1300,ve26kidg,11,1,p,q
20211006_1300,cdmhvur3,11,20,p,p
20211006_1300,k4kry1g9,11,19,q,p
20211006_1300,7y1cg1m5,11,24,p,q
20211006_1300,zdv0ikxt,11,1,p,p
20211006_1300,461a2pcv,11,11,q,q
20211006_1300,znmoz035,11,13,q,q
20211006_1300,ylkga1n5,11,18,p,q
20211006_1300,yv1cj331,11,16,p,q
20211006_1300,89i99jlp,11,11,q,q
20211006_1300,gk9p37a4,12,11,p,p
20211006_1300,gjh1vvi8,12,13,q,p
20211006_1300,ve26kidg,12,24,q,q
20211006_1300,cdmhvur3,12,16,p,p
20211006_1300,k4kry1g9,12,6,p,q
20211006_1300,7y1cg1m5,12,12,p,q
20211006_1300,zdv0ikxt,12,6,q,p
20211006_1300,461a2pcv,12,25,q,p
20211006_1300,znmoz035,12,24,p,q
20211006_1300,ylkga1n5,12,3,q,q
20211006_1300,yv1cj331,12,13,q,q
20211006_1300,89i99jlp,12,16,q,p
20211006_1300,gk9p37a4,13,16,p,p
20211006_1300,gjh1vvi8,13,7,p,p
20211006_1300,ve26kidg,13,23,q,p
20211006_1300,cdmhvur3,13,22,q,p
20211006_1300,k4kry1g9,13,14,p,p
20211006_1300,7y1cg1m5,13,4,q,p
20211006_1300,zdv0ikxt,13,25,p,p
20211006_1300,461a2pcv,13,17,p,p
20211006_1300,znmoz035,13,1,q,q
20211006_1300,ylkga1n5,13,1,p,q
20211006_1300,yv1cj331,13,14,p,p
20211006_1300,89i99jlp,13,9,q,q
20211006_1300,gk9p37a4,14,4,q,p
20211006_1300,gjh1vvi8,14,15,p,p
20211006_1300,ve26kidg,14,4,p,q
20211006_1300,cdmhvur3,14,2,q,p
20211006_1300,k4kry1g9,14,1,p,q
20211006_1300,7y1cg1m5,14,22,q,q
20211006_1300,zdv0ikxt,14,10,q,p
20211006_1300,461a2pcv,14,19,p,p
20211006_1300,znmoz035,14,19,q,p
20211006_1300,ylkga1n5,14,14,p,p
20211006_1300,yv1cj331,14,3,p,q
20211006_1300,89i99jlp,14,4,q,q
20211006_1300,gk9p37a4,15,1,q,p
20211006_1300,gjh1vvi8,15,6,q,p
20211006_1300,ve26kidg,15,5,p,q
20211006_1300,cdmhvur3,15,14,p,p
20211006_1300,k4kry1g9,15,15,p,p
20211006_1300,7y1cg1m5,15,17,p,q
20211006_1300,zdv0ikxt,15,20,q,p
20211006_1300,461a2pcv,15,9,q,q
20211006_1300,znmoz035,15,10,p,q
20211006_1300,ylkga1n5,15,15,q,p
20211006_1300,yv1cj331,15,15,p,q
20211006_1300,89i99jlp,15,17,q,q
20211006_1300,gk9p37a4,16,10,q,q
20211006_1300,gjh1vvi8,16,1,q,p
20211006_1300,ve26kidg,16,16,q,q
20211006_1300,cdmhvur3,16,24,q,p
20211006_1300,k4kry1g9,16,12,p,p
20211006_1300,7y1cg1m5,16,16,q,p
20211006_1300,zdv0ikxt,16,18,p,p
20211006_1300,461a2pcv,16,14,q,p
20211006_1300,znmoz035,16,22,q,q
20211006_1300,ylkga1n5,16,20,q,p
20211006_1300,yv1cj331,16,7,q,q
20211006_1300,89i99jlp,16,8,q,q
20211006_1300,gk9p37a4,17,18,q,p
20211006_1300,gjh1vvi8,17,17,p,p
20211006_1300,ve26kidg,17,17,p,q
20211006_1300,cdmhvur3,17,18,p,p
20211006_1300,k4kry1g9,17,5,p,p
20211006_1300,7y1cg1m5,17,20,q,p
20211006_1300,zdv0ikxt,17,9,p,p
20211006_1300,461a2pcv,17,5,q,q
20211006_1300,znmoz035,17,11,p,q
20211006_1300,ylkga1n5,17,16,q,q
20211006_1300,yv1cj331,17,4,p,q
20211006_1300,89i99jlp,17,10,q,q
20211006_1300,gk9p37a4,18,9,q,p
20211006_1300,gjh1vvi8,18,3,p,p
20211006_1300,ve26kidg,18,3,p,q
20211006_1300,cdmhvur3,18,11,q,p
20211006_1300,k4kry1g9,18,16,q,q
20211006_1300,7y1cg1m5,18,7,p,q
20211006_1300,zdv0ikxt,18,16,q,p
20211006_1300,461a2pcv,18,18,p,q
20211006_1300,znmoz035,18,18,q,p
20211006_1300,ylkga1n5,18,11,p,q
20211006_1300,yv1cj331,18,18,q,p
20211006_1300,89i99jlp,18,12,q,q
20211006_1300,gk9p37a4,19,24,p,p
20211006_1300,gjh1vvi8,19,10,q,p
20211006_1300,ve26kidg,19,20,p,p
20211006_1300,cdmhvur3,19,4,p,p
20211006_1300,k4kry1g9,19,17,p,q
20211006_1300,7y1cg1m5,19,19,p,p
20211006_1300,zdv0ikxt,19,7,q,p
20211006_1300,461a2pcv,19,24,q,q
20211006_1300,znmoz035,19,7,q,p
20211006_1300,ylkga1n5,19,5,p,q
20211006_1300,yv1cj331,19,21,q,q
20211006_1300,89i99jlp,19,21,p,q
20211006_1300,gk9p37a4,20,19,q,p
20211006_1300,gjh1vvi8,20,25,q,p
20211006_1300,ve26kidg,20,8,q,p
20211006_1300,cdmhvur3,20,10,q,p
20211006_1300,k4kry1g9,20,25,p,q
20211006_1300,7y1cg1m5,20,14,p,q
20211006_1300,zdv0ikxt,20,4,q,p
20211006_1300,461a2pcv,20,23,p,q
20211006_1300,znmoz035,20,23,q,q
20211006_1300,ylkga1n5,20,24,q,p
20211006_1300,yv1cj331,20,23,p,p
20211006_1300,89i99jlp,20,14,p,q
20211006_1300,gk9p37a4,21,22,q,q
20211006_1300,gjh1vvi8,21,24,q,p
20211006_1300,ve26kidg,21,22,q,q
20211006_1300,cdmhvur3,21,23,q,p
20211006_1300,k4kry1g9,21,24,p,p
20211006_1300,7y1cg1m5,21,8,p,q
20211006_1300,zdv0ikxt,21,19,q,p
20211006_1300,461a2pcv,21,13,p,q
20211006_1300,znmoz035,21,20,p,p
20211006_1300,ylkga1n5,21,12,q,q
20211006_1300,yv1cj331,21,5,p,q
20211006_1300,89i99jlp,21,5,p,q
20211006_1300,gk9p37a4,22,12,q,q
20211006_1300,gjh1vvi8,22,14,p,p
20211006_1300,ve26kidg,22,25,q,p
20211006_1300,cdmhvur3,22,6,p,p
20211006_1300,k4kry1g9,22,9,p,q
20211006_1300,7y1cg1m5,22,18,q,q
20211006_1300,zdv0ikxt,22,11,p,p
20211006_1300,461a2pcv,22,21,p,q
20211006_1300,znmoz035,22,21,q,q
20211006_1300,ylkga1n5,22,9,q,q
20211006_1300,yv1cj331,22,17,q,q
20211006_1300,89i99jlp,22,18,q,q
20211006_1300,gk9p37a4,23,5,q,q
20211006_1300,gjh1vvi8,23,16,p,p
20211006_1300,ve26kidg,23,9,p,q
20211006_1300,cdmhvur3,23,19,q,p
20211006_1300,k4kry1g9,23,10,q,q
20211006_1300,7y1cg1m5,23,23,q,q
20211006_1300,zdv0ikxt,23,8,p,p
20211006_1300,461a2pcv,23,7,q,p
20211006_1300,znmoz035,23,14,q,p
20211006_1300,ylkga1n5,23,17,p,q
20211006_1300,yv1cj331,23,2,q,q
20211006_1300,89i99jlp,23,2,p,q
20211006_1300,gk9p37a4,24,25,q,q
20211006_1300,gjh1vvi8,24,4,q,p
20211006_1300,ve26kidg,24,12,q,p
20211006_1300,cdmhvur3,24,12,p,p
20211006_1300,k4kry1g9,24,11,p,q
20211006_1300,7y1cg1m5,24,10,q,q
20211006_1300,zdv0ikxt,24,17,p,p
20211006_1300,461a2pcv,24,6,p,q
20211006_1300,znmoz035,24,8,p,q
20211006_1300,ylkga1n5,24,19,q,p
20211006_1300,yv1cj331,24,24,q,q
20211006_1300,89i99jlp,24,24,q,q
20211006_1300,gk9p37a4,25,23,p,p
20211006_1300,gjh1vvi8,25,5,p,p
20211006_1300,ve26kidg,25,2,p,q
20211006_1300,cdmhvur3,25,5,q,q
20211006_1300,k4kry1g9,25,7,p,q
20211006_1300,7y1cg1m5,25,11,q,q
20211006_1300,zdv0ikxt,25,13,q,p
20211006_1300,461a2pcv,25,20,q,p
20211006_1300,znmoz035,25,6,p,q
20211006_1300,ylkga1n5,25,10,q,q
20211006_1300,yv1cj331,25,22,q,q
20211006_1300,89i99jlp,25,23,p,q
20211006_1430,k5qjtrxf,1,2,p,q
20211006_1430,kki23sm3,1,23,q,q
20211006_1430,ivlmusw9,1,13,q,q
20211006_1430,bqqi8g8i,1,21,q,q
20211006_1430,uqucl6cz,1,2,p,q
20211006_1430,dq31a15z,1,25,q,q
20211006_1430,xvaeh4uu,1,14,p,q
20211006_1430,2z3t80j3,1,3,q,q
20211006_1430,2f3nbwhw,1,4,q,q
20211006_1430,uve3xn10,1,22,p,q
20211006_1430,akkimxbz,1,10,q,q
20211006_1430,xleira1s,1,15,p,q
20211006_1430,k5qjtrxf,2,14,q,q
20211006_1430,kki23sm3,2,19,q,q
20211006_1430,ivlmusw9,2,21,p,q
20211006_1430,bqqi8g8i,2,7,q,q
20211006_1430,uqucl6cz,2,21,q,p
20211006_1430,dq31a15z,2,21,p,q
20211006_1430,xvaeh4uu,2,23,q,q
20211006_1430,2z3t80j3,2,15,q,q
20211006_1430,2f3nbwhw,2,3,q,q
20211006_1430,uve3xn10,2,25,q,q
20211006_1430,akkimxbz,2,6,q,p
20211006_1430,xleira1s,2,6,q,p
20211006_1430,k5qjtrxf,3,20,p,p
20211006_1430,kki23sm3,3,18,p,q
20211006_1430,ivlmusw9,3,18,p,p
20211006_1430,bqqi8g8i,3,9,q,p
20211006_1430,uqucl6cz,3,3,q,q
20211006_1430,dq31a15z,3,15,q,q
20211006_1430,xvaeh4uu,3,22,p,q
20211006_1430,2z3t80j3,3,22,p,q
20211006_1430,2f3nbwhw,3,9,p,q
20211006_1430,uve3xn10,3,6,p,q
20211006_1430,akkimxbz,3,19,p,p
